season,week,game_type,team,gsis_id,player_name,position,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified,severity_score,games_missed,created_at
2023,2,REG,PHI,00-0036919,Kenneth Gainwell,RB,Ribs,,Out,Ribs,,Did Not Participate In Practice,2023-09-13,3,0,2025-10-05T19:30:59.527153
2023,2,REG,PHI,00-0029653,Fletcher Cox,DT,Ribs,,Questionable,Ribs,,Limited Participation in Practice,2023-09-13,1,0,2025-10-05T19:30:59.527153
2023,2,REG,PIT,00-0034347,James Daniels,G,,,,Ankle,,Full Participation in Practice,2023-09-16,0,0,2025-10-05T19:30:59.527153
2023,2,REG,PIT,00-0036894,Pat Freiermuth,TE,,,,Chest,,Full Participation in Practice,2023-09-16,0,0,2025-10-05T19:30:59.527153
2023,2,REG,PIT,00-0033905,Larry Ogunjobi,DT,,,,Foot,,Full Participation in Practice,2023-09-16,0,0,2025-10-05T19:30:59.527153
2023,2,REG,PIT,00-0034768,Chukwuma Okorafor,T,,,,Concussion,,Full Participation in Practice,2023-09-16,0,0,2025-10-05T19:30:59.527153
2023,2,REG,PIT,00-0032954,Isaac Seumalo,G,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-16,0,0,2025-10-05T19:30:59.527153
2023,2,REG,PIT,00-0037247,George Pickens,WR,,,,Hamstring,,Limited Participation in Practice,2023-09-16,0,0,2025-10-05T19:30:59.527153
2023,2,REG,PIT,00-0035216,Diontae Johnson,WR,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-16,3,0,2025-10-05T19:30:59.527153
2023,2,REG,PIT,00-0036336,Anthony McFarland,RB,Knee,,Out,Knee,,Did Not Participate In Practice,2023-09-16,3,0,2025-10-05T19:30:59.527153
2023,2,REG,SEA,00-0032387,Jarran Reed,DT,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,SEA,00-0036409,Jordyn Brooks,LB,,,,Not injury related - resting player,Knee,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,SEA,00-0034159,Will Dissly,TE,,,,Shoulder,,Full Participation in Practice,2023-09-13,0,0,2025-10-05T19:30:59.527153
2023,2,REG,SEA,00-0039169,Devon Witherspoon,CB,,,,Hamstring,,Full Participation in Practice,2023-09-14,0,0,2025-10-05T19:30:59.527153
2023,2,REG,SEA,00-0038572,Cameron Young,DT,,,,Knee,,Full Participation in Practice,2023-09-13,0,0,2025-10-05T19:30:59.527153
2023,2,REG,SEA,00-0037821,Charles Cross,T,Toe,,Out,Toe,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,SEA,00-0038591,Mike Morris,DE,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,SEA,00-0033872,Jamal Adams,S,Knee,,Out,Knee,,Limited Participation in Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,SEA,00-0038133,Boye Mafe,LB,Knee,,Questionable,Knee,,Did Not Participate In Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,SEA,00-0035525,Devin Bush,LB,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,SF,00-0034982,Dre Greenlaw,LB,,,,Groin,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,SF,00-0033288,George Kittle,TE,,,,Groin,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,SF,00-0034407,Ray-Ray McCloud,WR,,,,Wrist,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,SF,00-0027857,Trent Williams,T,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,SF,00-0037830,Samuel Womack,CB,Knee,,Out,Knee,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,TB,00-0029562,Lavonte David,LB,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,TB,00-0031408,Mike Evans,WR,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,TB,00-0034855,Baker Mayfield,QB,,,,right Shoulder,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,TB,00-0034778,Carlton Davis,CB,Toe,,Out,Toe,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,TB,00-0039049,SirVocea Dennis,LB,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,TB,00-0039063,Calijah Kancey,DT,Calf,,Out,Calf,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,TB,00-0038820,Christian Izien,S,Concussion,,Questionable,Concussion,,Full Participation in Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,TEN,00-0037593,Tre Avery,CB,,,,Hamstring,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,TEN,00-0037742,Treylon Burks,WR,,,,Not injury related - personal matter,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,TEN,00-0036619,Dillon Radunz,T,,,,Knee,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,TEN,00-0039032,Tyjae Spears,RB,,,,Groin,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,TEN,00-0036181,Teair Tart,DT,,,,Groin,Knee,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,TEN,00-0035632,Amani Hooker,S,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,TEN,00-0036416,Kristian Fulton,CB,Hamstring,,Out,Hamstring,,Limited Participation in Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,2,REG,TEN,00-0030564,DeAndre Hopkins,WR,Ankle,,Questionable,Ankle,,Did Not Participate In Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,TEN,00-0039034,Peter Skoronski,T,Illness,,Questionable,Illness,,Did Not Participate In Practice,2023-09-15,1,0,2025-10-05T19:30:59.527153
2023,2,REG,WAS,00-0036618,Samuel Cosmi,G,,,,Shoulder,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,WAS,00-0035659,Terry McLaurin,WR,,,,Toe,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,WAS,00-0036321,Chase Young,DE,,,,Neck,,Full Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,WAS,00-0033282,Curtis Samuel,WR,,,,Hip,,Limited Participation in Practice,2023-09-15,0,0,2025-10-05T19:30:59.527153
2023,2,REG,WAS,00-0039149,Quan Martin,CB,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-09-15,3,0,2025-10-05T19:30:59.527153
2023,3,REG,ARI,00-0029316,Kelvin Beachum,T,,,,Hand,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,ARI,00-0033563,Carlos Watkins,DE,Biceps,,Out,Biceps,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,ARI,00-0034801,Josh Woods,LB,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,ARI,00-0036371,Leki Fotu,DT,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,ATL,00-0026190,Calais Campbell,DE,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-20,0,0,2025-10-05T19:30:59.527153
2023,3,REG,ATL,00-0032146,Bud Dupree,LB,,,,Illness,,Did Not Participate In Practice,2023-09-21,0,0,2025-10-05T19:30:59.527153
2023,3,REG,ATL,00-0037810,Troy Andersen,LB,,,,Concussion,,Full Participation in Practice,2023-09-20,0,0,2025-10-05T19:30:59.527153
2023,3,REG,ATL,00-0036274,Jeff Okudah,CB,Foot,,Questionable,Foot,,Full Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,ATL,00-0030578,Cordarrelle Patterson,RB,Thigh,,Questionable,Thigh,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,BAL,00-0031364,Jadeveon Clowney,LB,,,,Illness,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,BAL,00-0036331,Devin Duvernay,WR,,,,Shoulder,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,BAL,00-0031235,Odell Beckham,WR,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,BAL,00-0034975,Justice Hill,RB,Foot,,Out,Foot,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,BAL,00-0033281,Marlon Humphrey,CB,Foot,,Out,Foot,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,BAL,00-0037825,Tyler Linderbaum,C,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,BAL,00-0036940,Odafe Oweh,LB,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,BAL,00-0032965,Ronnie Stanley,T,Knee,,Out,Knee,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,BAL,00-0033894,Marcus Williams,S,Pectoral,,Out,Pectoral,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,BUF,00-0030114,Jordan Poyer,S,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-21,0,0,2025-10-05T19:30:59.527153
2023,3,REG,BUF,00-0033884,Tre'Davious White,CB,,,,Not injury related - personal matter,,Did Not Participate In Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,BUF,00-0037254,Terrel Bernard,LB,,,,Knee,Quadricep,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,BUF,00-0036976,Spencer Brown,T,,,,Shoulder,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,BUF,00-0037248,James Cook,RB,,,,Not injury related - personal matter,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,BUF,00-0033072,Leonard Floyd,DE,,,,Ankle,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,BUF,00-0030090,Micah Hyde,S,,,,Hamstring,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,BUF,00-0035689,Dawson Knox,TE,,,,Back,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,BUF,00-0031557,Jordan Phillips,DT,,,,Illness,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CAR,00-0037043,Amare Barno,LB,,,,Thigh,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CAR,00-0035713,Brian Burns,LB,,,,Ankle,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CAR,00-0035243,Miles Sanders,RB,,,,Pectoral,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CAR,00-0037560,Chandler Wooten,LB,,,,Knee,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CAR,00-0039150,Bryce Young,QB,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,CAR,00-0028008,Justin Houston,LB,Calf,,Questionable,Calf,,Full Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,CHI,00-0024243,Marcedes Lewis,TE,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-21,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CHI,00-0037129,Josh Blackwell,CB,,,,Hamstring,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CHI,00-0036309,Darnell Mooney,WR,,,,Knee,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CHI,00-0033082,Lucas Patrick,C,,,,Illness,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CHI,00-0036341,Khalid Kareem,LB,Hip,,Out,Hip,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,CHI,00-0033784,Eddie Jackson,S,Foot,,Doubtful,Foot,,Did Not Participate In Practice,2023-09-22,2,0,2025-10-05T19:30:59.527153
2023,3,REG,CHI,00-0035649,Nate Davis,G,Not injury related - personal matter,,Questionable,Not injury related - personal matter,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,CIN,00-0036298,Akeem Davis-Gaither,LB,,,,Knee,,Did Not Participate In Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CIN,00-0037752,Tycen Anderson,S,,,,Calf,,Full Participation in Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CIN,00-0036902,Joseph Ossai,DE,,,,Ankle,,Full Participation in Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CIN,00-0035669,Nick Scott,S,,,,Concussion,,Full Participation in Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CIN,00-0033548,Chidobe Awuzie,CB,,,,Not injury related - resting player,,Limited Participation in Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CIN,00-0034970,Irv Smith,TE,Hamstring,,Doubtful,Hamstring,,Limited Participation in Practice,2023-09-23,2,0,2025-10-05T19:30:59.527153
2023,3,REG,CIN,00-0036442,Joe Burrow,QB,Calf,,Questionable,Calf,,Limited Participation in Practice,2023-09-23,1,0,2025-10-05T19:30:59.527153
2023,3,REG,CLE,00-0031426,Joel Bitonio,G,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CLE,00-0033868,Myles Garrett,DE,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CLE,00-0038561,Siaki Ika,DT,,,,Foot,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CLE,00-0033885,David Njoku,TE,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CLE,00-0031576,Za'Darius Smith,DE,,,,Ankle,Thigh,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CLE,00-0035646,Sione Takitaki,LB,,,,Shoulder,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CLE,00-0035625,Juan Thornhill,S,,,,Calf,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CLE,00-0033570,Anthony Walker,LB,,,,Pectoral,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CLE,00-0036267,Jedrick Wills,T,,,,Shoulder,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CLE,00-0031544,Amari Cooper,WR,,,,Groin,Shoulder,Limited Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,CLE,00-0036996,Greg Newsome,CB,Elbow,,Out,Elbow,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,CLE,00-0036866,James Hudson,T,Ankle,,Questionable,Ankle,,Did Not Participate In Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,DAL,00-0031236,Brandin Cooks,WR,,,,Knee,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,DAL,00-0035698,Chuma Edoga,T,,,,Elbow,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,DAL,00-0032454,Jayron Kearse,S,,,,Illness,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,DAL,00-0037243,Tyler Smith,T,,,,Hamstring,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,DAL,00-0035301,Donovan Wilson,S,,,,Calf,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,DAL,00-0036361,Trevon Diggs,CB,Knee,,Out,Knee,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,DAL,00-0027947,Tyron Smith,T,Knee,,Questionable,,,"
    ",2023-09-23,1,0,2025-10-05T19:30:59.527153
2023,3,REG,DAL,00-0036376,Tyler Biadasz,C,Hamstring,,Questionable,Hamstring,,Did Not Participate In Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,DAL,00-0031402,Zack Martin,G,Ankle,,Questionable,Ankle,,Did Not Participate In Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,DEN,00-0033538,Garett Bolles,T,,,,Ankle,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,DEN,00-0032210,Frank Clark,LB,Hip,,Out,Hip,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,DEN,00-0032971,Justin Simmons,S,Hip,,Out,Hip,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,DEN,00-0029890,Mike Purcell,DT,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,DET,00-0038627,Antoine Green,WR,,,,gameday concussion protocol evaluation,,Full Participation in Practice,2023-09-20,0,0,2025-10-05T19:30:59.527153
2023,3,REG,DET,00-0034345,Frank Ragnow,C,,,,Toe,Not injury related - resting p,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,DET,00-0032381,Taylor Decker,T,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,DET,00-0037667,Kerby Joseph,S,Hip,,Out,Hip,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,DET,00-0034096,Emmanuel Moseley,CB,Knee,Hamstring,Out,Knee,Hamstring,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,DET,00-0032785,Halapoulivaati Vaitai,G,Knee,,Out,Knee,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,DET,00-0035685,David Montgomery,RB,Thigh,,Doubtful,Thigh,,Did Not Participate In Practice,2023-09-22,2,0,2025-10-05T19:30:59.527153
2023,3,REG,DET,00-0033943,Josh Reynolds,WR,Groin,,Questionable,Groin,,Full Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,DET,00-0036963,Amon-Ra St. Brown,WR,Toe,,Questionable,Toe,,Full Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,GB,00-0037547,Daniel Whelan,P,,,,Finger,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,GB,00-0034967,Rashan Gary,LB,,,,Knee,,Limited Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,GB,00-0036677,Zayne Anderson,S,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,GB,00-0035526,Elgton Jenkins,G,Knee,,Out,Knee,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,GB,00-0030074,David Bakhtiari,T,Not injury related - resting player,Knee,Questionable,Not injury related - resting player,Knee,Did Not Participate In Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,GB,00-0034728,Jaire Alexander,CB,Back,,Questionable,Back,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,GB,00-0033293,Aaron Jones,RB,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,GB,00-0039112,Lukas Van Ness,LB,Elbow,,Questionable,Elbow,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,GB,00-0038124,Christian Watson,WR,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,HOU,00-0038977,Tank Dell,WR,,,,Thigh,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,HOU,00-0032466,George Fant,T,,,,Ankle,Knee,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,HOU,00-0036224,Jonathan Greenard,DE,,,,Knee,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,HOU,00-0033038,Eric Murray,S,,,,Concussion,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,HOU,00-0039163,C.J. Stroud,QB,,,,right Shoulder,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,HOU,00-0031298,Jimmie Ward,S,,,,Hip,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,HOU,00-0030431,Robert Woods,WR,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,HOU,00-0032103,Denzel Perryman,LB,Hand,Wrist,Out,Hand,Wrist,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,HOU,00-0037246,Jalen Pitre,S,Chest,,Out,Chest,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,HOU,00-0037237,Derek Stingley,CB,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,HOU,00-0034488,Tavierre Thomas,CB,Hand,,Out,Hand,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,HOU,00-0032380,Laremy Tunsil,T,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,IND,00-0033952,Grover Stewart,DT,,,,Foot,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,IND,00-0032383,Ryan Kelly,C,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,IND,00-0039164,Anthony Richardson,QB,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,IND,00-0034342,Quenton Nelson,G,Toe,,Questionable,Toe,,Full Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,IND,00-0037395,Dallis Flowers,CB,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,IND,00-0033393,Kenny Moore,CB,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,JAX,00-0032053,Brandon Scherff,G,,,,Not injury related - personal matter,,Full Participation in Practice,2023-09-21,0,0,2025-10-05T19:30:59.527153
2023,3,REG,JAX,00-0038596,Antonio Johnson,S,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,JAX,00-0033891,Zay Jones,WR,Knee,,Out,Knee,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,JAX,00-0034275,Folorunso Fatukasi,DT,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,JAX,00-0035642,Josh Hines-Allen,LB,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,JAX,00-0035378,Andrew Wingard,S,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,KC,00-0038986,Nic Jones,CB,,,,Hand,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,KC,00-0036374,L'Jarius Sneed,CB,,,,Knee,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,KC,00-0035237,Jawaan Taylor,T,,,,Shoulder,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,KC,00-0034386,Justin Watson,WR,,,,Ankle,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,KC,00-0037195,Jaylen Watson,CB,,,,Shoulder,,Full Participation in Practice,2023-09-22,0,0,2025-10-05T19:30:59.527153
2023,3,REG,KC,00-0036621,Nick Bolton,LB,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,KC,00-0034286,Richie James,WR,Knee,,Out,Knee,,Did Not Participate In Practice,2023-09-22,3,0,2025-10-05T19:30:59.527153
2023,3,REG,KC,00-0036362,Willie Gay,LB,Quadricep,,Questionable,Quadricep,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,KC,00-0037197,Isiah Pacheco,RB,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,KC,00-0036913,Kadarius Toney,WR,Toe,,Questionable,Toe,,Limited Participation in Practice,2023-09-22,1,0,2025-10-05T19:30:59.527153
2023,3,REG,LA,00-0034804,Brian Allen,C,,,,Illness,,Full Participation in Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
2023,3,REG,LA,00-0037839,Cobie Durant,CB,,,,Groin,,Full Participation in Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
2023,3,REG,LA,00-0034803,Joseph Noteboom,T,,,,Shoulder,,Full Participation in Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
2023,3,REG,LA,00-0035944,Jonah Williams,DE,,,,Back,,Full Participation in Practice,2023-09-23,0,0,2025-10-05T19:30:59.527153
